cus_id_no,prim_acc_no,acc_opened_dt,acc_closed_dt,acc_link_created_dt,acc_link_end_dt,data_source_cde,data_source_ctry,created_dt
41347465315,74977971404045,1998-07-02T00:00:00.000+00:00,,1998-07-02T00:00:00.000+00:00,,CUST ACCT LINK,GB,1998-07-02T00:00:00.000+00:00
40037316421,75005451059446,1994-02-22T00:00:00.000+00:00,2000-07-22T00:00:00.000+00:00,1994-02-22T00:00:00.000+00:00,2000-07-22T00:00:00.000+00:00,CUST ACCT LINK,NO,1994-02-22T00:00:00.000+00:00
79397889339,75069606785114,2004-03-24T00:00:00.000+00:00,,2004-03-24T00:00:00.000+00:00,,CUST ACCT LINK,AU,2004-03-24T00:00:00.000+00:00
42245508035,75070001637397,1991-09-26T00:00:00.000+00:00,2004-09-27T00:00:00.000+00:00,1991-09-26T00:00:00.000+00:00,2004-09-27T00:00:00.000+00:00,CUST ACCT LINK,AT,1991-09-26T00:00:00.000+00:00
96774649144,75071438615723,2009-06-03T00:00:00.000+00:00,,2009-06-03T00:00:00.000+00:00,,CUST ACCT LINK,US,2009-06-03T00:00:00.000+00:00
58799659754,75100292589578,2001-01-16T00:00:00.000+00:00,,2001-01-16T00:00:00.000+00:00,,CUST ACCT LINK,AU,2001-01-16T00:00:00.000+00:00
80308116174,75124546934480,2009-04-24T00:00:00.000+00:00,,2009-04-24T00:00:00.000+00:00,,CUST ACCT LINK,FR,2009-04-24T00:00:00.000+00:00
89748783861,75148945672512,2004-09-05T00:00:00.000+00:00,,2004-09-05T00:00:00.000+00:00,,CUST ACCT LINK,US,2004-09-05T00:00:00.000+00:00
81038269106,75158505642421,1993-01-18T00:00:00.000+00:00,2008-10-04T00:00:00.000+00:00,1993-01-18T00:00:00.000+00:00,2008-10-04T00:00:00.000+00:00,CUST ACCT LINK,US,1993-01-18T00:00:00.000+00:00
35374850438,75160034779117,1992-05-05T00:00:00.000+00:00,2008-06-25T00:00:00.000+00:00,1992-05-05T00:00:00.000+00:00,2008-06-25T00:00:00.000+00:00,CUST ACCT LINK,AU,1992-05-05T00:00:00.000+00:00
64862162944,75188648200971,1993-08-08T00:00:00.000+00:00,1995-10-18T00:00:00.000+00:00,1993-08-08T00:00:00.000+00:00,1995-10-18T00:00:00.000+00:00,CUST ACCT LINK,ZA,1993-08-08T00:00:00.000+00:00
23851851798,75223912637918,2008-07-18T00:00:00.000+00:00,,2008-07-18T00:00:00.000+00:00,,CUST ACCT LINK,ZA,2008-07-18T00:00:00.000+00:00
9480242896,75309417030567,2009-07-12T00:00:00.000+00:00,,2009-07-12T00:00:00.000+00:00,,CUST ACCT LINK,AU,2009-07-12T00:00:00.000+00:00
69923955219,75318926464387,1998-10-07T00:00:00.000+00:00,,1998-10-07T00:00:00.000+00:00,,CUST ACCT LINK,SE,1998-10-07T00:00:00.000+00:00
19122453165,75345328773538,2006-05-14T00:00:00.000+00:00,,2006-05-14T00:00:00.000+00:00,,CUST ACCT LINK,NL,2006-05-14T00:00:00.000+00:00
89128868890,75383391377729,2006-03-23T00:00:00.000+00:00,,2006-03-23T00:00:00.000+00:00,,CUST ACCT LINK,ZA,2006-03-23T00:00:00.000+00:00
92495143856,75392091823932,2000-04-05T00:00:00.000+00:00,,2000-04-05T00:00:00.000+00:00,,CUST ACCT LINK,US,2000-04-05T00:00:00.000+00:00
32056185776,75402480360654,2000-11-02T00:00:00.000+00:00,,2000-11-02T00:00:00.000+00:00,,CUST ACCT LINK,US,2000-11-02T00:00:00.000+00:00
19695563984,75447255595537,2001-01-07T00:00:00.000+00:00,,2001-01-07T00:00:00.000+00:00,,CUST ACCT LINK,US,2001-01-07T00:00:00.000+00:00
14979266807,75473705532329,1991-11-02T00:00:00.000+00:00,1994-12-04T00:00:00.000+00:00,1991-11-02T00:00:00.000+00:00,1994-12-04T00:00:00.000+00:00,CUST ACCT LINK,AU,1991-11-02T00:00:00.000+00:00
23400464158,75476032888631,1996-04-19T00:00:00.000+00:00,2002-02-14T00:00:00.000+00:00,1996-04-19T00:00:00.000+00:00,2002-02-14T00:00:00.000+00:00,CUST ACCT LINK,AU,1996-04-19T00:00:00.000+00:00
57422744450,75478133098680,1999-11-26T00:00:00.000+00:00,2005-08-07T00:00:00.000+00:00,1999-11-26T00:00:00.000+00:00,2005-08-07T00:00:00.000+00:00,CUST ACCT LINK,US,1999-11-26T00:00:00.000+00:00
59739780695,75501852509287,2006-01-24T00:00:00.000+00:00,,2006-01-24T00:00:00.000+00:00,,CUST ACCT LINK,US,2006-01-24T00:00:00.000+00:00
3972853168,75506917729044,1990-09-22T00:00:00.000+00:00,2009-11-14T00:00:00.000+00:00,1990-09-22T00:00:00.000+00:00,2009-11-14T00:00:00.000+00:00,CUST ACCT LINK,US,1990-09-22T00:00:00.000+00:00
44400898052,75527053026425,2002-07-04T00:00:00.000+00:00,,2002-07-04T00:00:00.000+00:00,,CUST ACCT LINK,GB,2002-07-04T00:00:00.000+00:00
42923836654,75545035903132,2001-11-14T00:00:00.000+00:00,,2001-11-14T00:00:00.000+00:00,,CUST ACCT LINK,AU,2001-11-14T00:00:00.000+00:00
27855797455,75564067230646,1998-08-07T00:00:00.000+00:00,,1998-08-07T00:00:00.000+00:00,,CUST ACCT LINK,AU,1998-08-07T00:00:00.000+00:00
33231091581,75639840150989,1997-06-16T00:00:00.000+00:00,2001-09-13T00:00:00.000+00:00,1997-06-16T00:00:00.000+00:00,2001-09-13T00:00:00.000+00:00,CUST ACCT LINK,NO,1997-06-16T00:00:00.000+00:00
38212508224,75654625864568,2009-12-10T00:00:00.000+00:00,,2009-12-10T00:00:00.000+00:00,,CUST ACCT LINK,AT,2009-12-10T00:00:00.000+00:00
30516850178,75689969113957,2005-08-18T00:00:00.000+00:00,,2005-08-18T00:00:00.000+00:00,,CUST ACCT LINK,AU,2005-08-18T00:00:00.000+00:00
26279598862,75732946161967,2007-03-04T00:00:00.000+00:00,,2007-03-04T00:00:00.000+00:00,,CUST ACCT LINK,PT,2007-03-04T00:00:00.000+00:00
59620887243,75737889317162,2000-06-04T00:00:00.000+00:00,,2000-06-04T00:00:00.000+00:00,,CUST ACCT LINK,AU,2000-06-04T00:00:00.000+00:00
77356254667,75876728121845,1998-05-26T00:00:00.000+00:00,2004-09-06T00:00:00.000+00:00,1998-05-26T00:00:00.000+00:00,2004-09-06T00:00:00.000+00:00,CUST ACCT LINK,CA,1998-05-26T00:00:00.000+00:00
24986141054,75878060957082,1995-10-07T00:00:00.000+00:00,2006-11-05T00:00:00.000+00:00,1995-10-07T00:00:00.000+00:00,2006-11-05T00:00:00.000+00:00,CUST ACCT LINK,AU,1995-10-07T00:00:00.000+00:00
94108461192,75950254177814,1990-05-15T00:00:00.000+00:00,2004-10-17T00:00:00.000+00:00,1990-05-15T00:00:00.000+00:00,2004-10-17T00:00:00.000+00:00,CUST ACCT LINK,US,1990-05-15T00:00:00.000+00:00
28838323604,75962827614409,1993-12-20T00:00:00.000+00:00,2005-10-13T00:00:00.000+00:00,1993-12-20T00:00:00.000+00:00,2005-10-13T00:00:00.000+00:00,CUST ACCT LINK,AT,1993-12-20T00:00:00.000+00:00
59620887243,76030499637441,2000-06-04T00:00:00.000+00:00,,2000-06-04T00:00:00.000+00:00,,CUST ACCT LINK,AU,2000-06-04T00:00:00.000+00:00
55378938924,76047928986835,1993-09-25T00:00:00.000+00:00,1995-03-10T00:00:00.000+00:00,1993-09-25T00:00:00.000+00:00,1995-03-10T00:00:00.000+00:00,CUST ACCT LINK,US,1993-09-25T00:00:00.000+00:00
24507185016,76074455915895,1997-01-05T00:00:00.000+00:00,2003-02-23T00:00:00.000+00:00,1997-01-05T00:00:00.000+00:00,2003-02-23T00:00:00.000+00:00,CUST ACCT LINK,AU,1997-01-05T00:00:00.000+00:00
11872035929,76093981477357,1997-12-21T00:00:00.000+00:00,2008-07-12T00:00:00.000+00:00,1997-12-21T00:00:00.000+00:00,2008-07-12T00:00:00.000+00:00,CUST ACCT LINK,AU,1997-12-21T00:00:00.000+00:00
26224756486,76137287573931,1991-11-10T00:00:00.000+00:00,1992-07-11T00:00:00.000+00:00,1991-11-10T00:00:00.000+00:00,1992-07-11T00:00:00.000+00:00,CUST ACCT LINK,US,1991-11-10T00:00:00.000+00:00
38664827915,76256133291696,2005-02-15T00:00:00.000+00:00,,2005-02-15T00:00:00.000+00:00,,CUST ACCT LINK,CA,2005-02-15T00:00:00.000+00:00
44062026113,76259854890441,1994-01-24T00:00:00.000+00:00,,1994-01-24T00:00:00.000+00:00,,CUST ACCT LINK,CH,1994-01-24T00:00:00.000+00:00
99944952829,76328651258450,1996-01-08T00:00:00.000+00:00,2008-12-02T00:00:00.000+00:00,1996-01-08T00:00:00.000+00:00,2008-12-02T00:00:00.000+00:00,CUST ACCT LINK,AU,1996-01-08T00:00:00.000+00:00
16778522490,76334715411742,2002-06-20T00:00:00.000+00:00,,2002-06-20T00:00:00.000+00:00,,CUST ACCT LINK,US,2002-06-20T00:00:00.000+00:00
23566678371,76418569454334,1999-07-01T00:00:00.000+00:00,,1999-07-01T00:00:00.000+00:00,,CUST ACCT LINK,US,1999-07-01T00:00:00.000+00:00
27849980288,76422937119039,2000-03-05T00:00:00.000+00:00,,2000-03-05T00:00:00.000+00:00,,CUST ACCT LINK,NO,2000-03-05T00:00:00.000+00:00
88172042859,76422937119040,1992-12-01T00:00:00.000+00:00,2002-03-10T00:00:00.000+00:00,1992-12-01T00:00:00.000+00:00,2002-03-10T00:00:00.000+00:00,CUST ACCT LINK,US,1992-12-01T00:00:00.000+00:00
97261544715,76426798402341,2005-03-10T00:00:00.000+00:00,,2005-03-10T00:00:00.000+00:00,,CUST ACCT LINK,US,2005-03-10T00:00:00.000+00:00
12830192253,76450562172902,2002-08-26T00:00:00.000+00:00,,2002-08-26T00:00:00.000+00:00,,CUST ACCT LINK,AU,2002-08-26T00:00:00.000+00:00
17991078964,76498863190371,1998-06-17T00:00:00.000+00:00,,1998-06-17T00:00:00.000+00:00,,CUST ACCT LINK,NL,1998-06-17T00:00:00.000+00:00
70505232264,76530296907719,2005-05-04T00:00:00.000+00:00,,2005-05-04T00:00:00.000+00:00,,CUST ACCT LINK,FI,2005-05-04T00:00:00.000+00:00
97628902476,76597290731305,1992-10-21T00:00:00.000+00:00,1998-05-06T00:00:00.000+00:00,1992-10-21T00:00:00.000+00:00,1998-05-06T00:00:00.000+00:00,CUST ACCT LINK,AU,1992-10-21T00:00:00.000+00:00
79119275435,76632359238365,1992-08-03T00:00:00.000+00:00,2003-02-03T00:00:00.000+00:00,1992-08-03T00:00:00.000+00:00,2003-02-03T00:00:00.000+00:00,CUST ACCT LINK,AU,1992-08-03T00:00:00.000+00:00
26147030001,76649053798782,2003-04-22T00:00:00.000+00:00,,2003-04-22T00:00:00.000+00:00,,CUST ACCT LINK,US,2003-04-22T00:00:00.000+00:00
87772346758,76663782833193,2006-01-11T00:00:00.000+00:00,,2006-01-11T00:00:00.000+00:00,,CUST ACCT LINK,AU,2006-01-11T00:00:00.000+00:00
4693035918,76692303445220,1991-01-19T00:00:00.000+00:00,2009-09-26T00:00:00.000+00:00,1991-01-19T00:00:00.000+00:00,2009-09-26T00:00:00.000+00:00,CUST ACCT LINK,US,1991-01-19T00:00:00.000+00:00
19075481505,76714728687350,2009-03-14T00:00:00.000+00:00,,2009-03-14T00:00:00.000+00:00,,CUST ACCT LINK,ZA,2009-03-14T00:00:00.000+00:00
76172513585,76755065799047,1990-05-13T00:00:00.000+00:00,1995-10-01T00:00:00.000+00:00,1990-05-13T00:00:00.000+00:00,1995-10-01T00:00:00.000+00:00,CUST ACCT LINK,US,1990-05-13T00:00:00.000+00:00
57307755041,76776694703350,1997-12-26T00:00:00.000+00:00,2003-06-19T00:00:00.000+00:00,1997-12-26T00:00:00.000+00:00,2003-06-19T00:00:00.000+00:00,CUST ACCT LINK,ZA,1997-12-26T00:00:00.000+00:00
65331136601,76842225272632,2002-03-01T00:00:00.000+00:00,,2002-03-01T00:00:00.000+00:00,,CUST ACCT LINK,US,2002-03-01T00:00:00.000+00:00
37274052213,76873348895855,1990-04-03T00:00:00.000+00:00,1995-01-07T00:00:00.000+00:00,1990-04-03T00:00:00.000+00:00,1995-01-07T00:00:00.000+00:00,CUST ACCT LINK,AU,1990-04-03T00:00:00.000+00:00
42658853225,76908847792654,1996-03-18T00:00:00.000+00:00,,1996-03-18T00:00:00.000+00:00,,CUST ACCT LINK,AU,1996-03-18T00:00:00.000+00:00
16323680795,76924824231786,2005-09-26T00:00:00.000+00:00,,2005-09-26T00:00:00.000+00:00,,CUST ACCT LINK,ZA,2005-09-26T00:00:00.000+00:00
78403754765,76967819894050,2009-11-04T00:00:00.000+00:00,,2009-11-04T00:00:00.000+00:00,,CUST ACCT LINK,ZA,2009-11-04T00:00:00.000+00:00
44070524665,76975495068794,1996-06-08T00:00:00.000+00:00,,1996-06-08T00:00:00.000+00:00,,CUST ACCT LINK,CH,1996-06-08T00:00:00.000+00:00
50061485401,77017989457722,1993-11-07T00:00:00.000+00:00,1997-07-14T00:00:00.000+00:00,1993-11-07T00:00:00.000+00:00,1997-07-14T00:00:00.000+00:00,CUST ACCT LINK,CA,1993-11-07T00:00:00.000+00:00
52359900999,77120694929555,2006-11-16T00:00:00.000+00:00,,2006-11-16T00:00:00.000+00:00,,CUST ACCT LINK,CA,2006-11-16T00:00:00.000+00:00
45179889208,77183948721418,1991-08-19T00:00:00.000+00:00,1995-02-20T00:00:00.000+00:00,1991-08-19T00:00:00.000+00:00,1995-02-20T00:00:00.000+00:00,CUST ACCT LINK,CH,1991-08-19T00:00:00.000+00:00
24802407474,77206992617850,2002-02-24T00:00:00.000+00:00,,2002-02-24T00:00:00.000+00:00,,CUST ACCT LINK,IT,2002-02-24T00:00:00.000+00:00
13566363228,77207388332412,2002-09-24T00:00:00.000+00:00,,2002-09-24T00:00:00.000+00:00,,CUST ACCT LINK,US,2002-09-24T00:00:00.000+00:00
58993577673,77208361264385,1992-02-09T00:00:00.000+00:00,1996-10-03T00:00:00.000+00:00,1992-02-09T00:00:00.000+00:00,1996-10-03T00:00:00.000+00:00,CUST ACCT LINK,AU,1992-02-09T00:00:00.000+00:00
70690927864,77222073587111,1991-07-14T00:00:00.000+00:00,,1991-07-14T00:00:00.000+00:00,,CUST ACCT LINK,AU,1991-07-14T00:00:00.000+00:00
21457225755,77236513737547,2002-04-08T00:00:00.000+00:00,,2002-04-08T00:00:00.000+00:00,,CUST ACCT LINK,IT,2002-04-08T00:00:00.000+00:00
91364272397,77251823998874,1991-08-11T00:00:00.000+00:00,1998-12-20T00:00:00.000+00:00,1991-08-11T00:00:00.000+00:00,1998-12-20T00:00:00.000+00:00,CUST ACCT LINK,AU,1991-08-11T00:00:00.000+00:00
12454972884,77253064452584,2001-12-03T00:00:00.000+00:00,,2001-12-03T00:00:00.000+00:00,,CUST ACCT LINK,US,2001-12-03T00:00:00.000+00:00
49840687348,77343631844069,2009-09-21T00:00:00.000+00:00,,2009-09-21T00:00:00.000+00:00,,CUST ACCT LINK,PT,2009-09-21T00:00:00.000+00:00
19571222993,77368302331304,1997-01-04T00:00:00.000+00:00,,1997-01-04T00:00:00.000+00:00,,CUST ACCT LINK,US,1997-01-04T00:00:00.000+00:00
14288926095,77402585253365,1994-06-12T00:00:00.000+00:00,2008-01-11T00:00:00.000+00:00,1994-06-12T00:00:00.000+00:00,2008-01-11T00:00:00.000+00:00,CUST ACCT LINK,AU,1994-06-12T00:00:00.000+00:00
18331692697,77418632767257,2001-07-10T00:00:00.000+00:00,,2001-07-10T00:00:00.000+00:00,,CUST ACCT LINK,AU,2001-07-10T00:00:00.000+00:00
32396696295,77420560271203,1990-06-26T00:00:00.000+00:00,1992-10-06T00:00:00.000+00:00,1990-06-26T00:00:00.000+00:00,1992-10-06T00:00:00.000+00:00,CUST ACCT LINK,AU,1990-06-26T00:00:00.000+00:00
68383446340,77427559379211,1998-11-16T00:00:00.000+00:00,2005-05-10T00:00:00.000+00:00,1998-11-16T00:00:00.000+00:00,2005-05-10T00:00:00.000+00:00,CUST ACCT LINK,ZA,1998-11-16T00:00:00.000+00:00
99404271632,77459237668171,1992-10-06T00:00:00.000+00:00,,1992-10-06T00:00:00.000+00:00,,CUST ACCT LINK,US,1992-10-06T00:00:00.000+00:00
81642890005,77459823648849,2008-08-21T00:00:00.000+00:00,,2008-08-21T00:00:00.000+00:00,,CUST ACCT LINK,AU,2008-08-21T00:00:00.000+00:00
59367410352,77486059039233,2000-08-02T00:00:00.000+00:00,,2000-08-02T00:00:00.000+00:00,,CUST ACCT LINK,US,2000-08-02T00:00:00.000+00:00
15329036259,77498029833900,1991-08-04T00:00:00.000+00:00,1995-02-04T00:00:00.000+00:00,1991-08-04T00:00:00.000+00:00,1995-02-04T00:00:00.000+00:00,CUST ACCT LINK,AU,1991-08-04T00:00:00.000+00:00
95826209765,77519528079112,2003-08-08T00:00:00.000+00:00,,2003-08-08T00:00:00.000+00:00,,CUST ACCT LINK,AT,2003-08-08T00:00:00.000+00:00
28429802207,77525903620093,1992-10-06T00:00:00.000+00:00,1994-07-03T00:00:00.000+00:00,1992-10-06T00:00:00.000+00:00,1994-07-03T00:00:00.000+00:00,CUST ACCT LINK,US,1992-10-06T00:00:00.000+00:00
27078846568,77548388091806,1999-04-23T00:00:00.000+00:00,,1999-04-23T00:00:00.000+00:00,,CUST ACCT LINK,AU,1999-04-23T00:00:00.000+00:00
92476039102,77555426139508,1995-09-16T00:00:00.000+00:00,2006-02-18T00:00:00.000+00:00,1995-09-16T00:00:00.000+00:00,2006-02-18T00:00:00.000+00:00,CUST ACCT LINK,US,1995-09-16T00:00:00.000+00:00
28916298373,77676188750554,1992-01-14T00:00:00.000+00:00,1992-10-01T00:00:00.000+00:00,1992-01-14T00:00:00.000+00:00,1992-10-01T00:00:00.000+00:00,CUST ACCT LINK,US,1992-01-14T00:00:00.000+00:00
48000335943,77690368816771,1995-04-12T00:00:00.000+00:00,1997-02-15T00:00:00.000+00:00,1995-04-12T00:00:00.000+00:00,1997-02-15T00:00:00.000+00:00,CUST ACCT LINK,AU,1995-04-12T00:00:00.000+00:00
20609686775,77773290629536,1992-05-16T00:00:00.000+00:00,2008-10-12T00:00:00.000+00:00,1992-05-16T00:00:00.000+00:00,2008-10-12T00:00:00.000+00:00,CUST ACCT LINK,US,1992-05-16T00:00:00.000+00:00
71694444999,77784201086670,2001-07-18T00:00:00.000+00:00,,2001-07-18T00:00:00.000+00:00,,CUST ACCT LINK,FI,2001-07-18T00:00:00.000+00:00
57677804434,77830365073789,1991-05-21T00:00:00.000+00:00,2003-03-12T00:00:00.000+00:00,1991-05-21T00:00:00.000+00:00,2003-03-12T00:00:00.000+00:00,CUST ACCT LINK,NL,1991-05-21T00:00:00.000+00:00
47213907560,77831997387959,2000-09-19T00:00:00.000+00:00,,2000-09-19T00:00:00.000+00:00,,CUST ACCT LINK,ZA,2000-09-19T00:00:00.000+00:00
51680113339,77876648310049,1992-05-21T00:00:00.000+00:00,2009-07-16T00:00:00.000+00:00,1992-05-21T00:00:00.000+00:00,2009-07-16T00:00:00.000+00:00,CUST ACCT LINK,US,1992-05-21T00:00:00.000+00:00
10229801750,77888740786084,2006-12-05T00:00:00.000+00:00,,2006-12-05T00:00:00.000+00:00,,CUST ACCT LINK,US,2006-12-05T00:00:00.000+00:00
21043141229,77898201642017,2007-12-16T00:00:00.000+00:00,,2007-12-16T00:00:00.000+00:00,,CUST ACCT LINK,US,2007-12-16T00:00:00.000+00:00
90288871449,77907495833693,2008-11-17T00:00:00.000+00:00,,2008-11-17T00:00:00.000+00:00,,CUST ACCT LINK,US,2008-11-17T00:00:00.000+00:00
67909288581,77960353971850,2004-10-14T00:00:00.000+00:00,,2004-10-14T00:00:00.000+00:00,,CUST ACCT LINK,CH,2004-10-14T00:00:00.000+00:00
55120456399,77977135204898,1995-01-06T00:00:00.000+00:00,1995-04-04T00:00:00.000+00:00,1995-01-06T00:00:00.000+00:00,1995-04-04T00:00:00.000+00:00,CUST ACCT LINK,US,1995-01-06T00:00:00.000+00:00
6411727604,78059374779492,1990-03-18T00:00:00.000+00:00,1993-04-20T00:00:00.000+00:00,1990-03-18T00:00:00.000+00:00,1993-04-20T00:00:00.000+00:00,CUST ACCT LINK,IT,1990-03-18T00:00:00.000+00:00
11853506387,78060014487890,2005-12-01T00:00:00.000+00:00,,2005-12-01T00:00:00.000+00:00,,CUST ACCT LINK,GB,2005-12-01T00:00:00.000+00:00
15240564546,78068834664701,1999-09-10T00:00:00.000+00:00,2001-12-17T00:00:00.000+00:00,1999-09-10T00:00:00.000+00:00,2001-12-17T00:00:00.000+00:00,CUST ACCT LINK,NL,1999-09-10T00:00:00.000+00:00
84243112932,78105476264993,2005-05-27T00:00:00.000+00:00,,2005-05-27T00:00:00.000+00:00,,CUST ACCT LINK,US,2005-05-27T00:00:00.000+00:00
92332194755,78108672601739,1990-02-11T00:00:00.000+00:00,1999-03-12T00:00:00.000+00:00,1990-02-11T00:00:00.000+00:00,1999-03-12T00:00:00.000+00:00,CUST ACCT LINK,IT,1990-02-11T00:00:00.000+00:00
1846923330,78112962217834,2008-09-10T00:00:00.000+00:00,,2008-09-10T00:00:00.000+00:00,,CUST ACCT LINK,NO,2008-09-10T00:00:00.000+00:00
72474508410,78118514562527,1999-04-05T00:00:00.000+00:00,1999-07-21T00:00:00.000+00:00,1999-04-05T00:00:00.000+00:00,1999-07-21T00:00:00.000+00:00,CUST ACCT LINK,US,1999-04-05T00:00:00.000+00:00
82905035187,78122012325555,1992-11-18T00:00:00.000+00:00,2005-08-17T00:00:00.000+00:00,1992-11-18T00:00:00.000+00:00,2005-08-17T00:00:00.000+00:00,CUST ACCT LINK,AU,1992-11-18T00:00:00.000+00:00
78859757515,78123495683122,1999-06-05T00:00:00.000+00:00,,1999-06-05T00:00:00.000+00:00,,CUST ACCT LINK,AT,1999-06-05T00:00:00.000+00:00
15969151907,78131022499497,2006-09-14T00:00:00.000+00:00,,2006-09-14T00:00:00.000+00:00,,CUST ACCT LINK,GB,2006-09-14T00:00:00.000+00:00
53337215013,78200719759711,1991-10-23T00:00:00.000+00:00,1997-08-13T00:00:00.000+00:00,1991-10-23T00:00:00.000+00:00,1997-08-13T00:00:00.000+00:00,CUST ACCT LINK,US,1991-10-23T00:00:00.000+00:00
88264625589,78221419998332,1999-10-18T00:00:00.000+00:00,2005-10-26T00:00:00.000+00:00,1999-10-18T00:00:00.000+00:00,2005-10-26T00:00:00.000+00:00,CUST ACCT LINK,US,1999-10-18T00:00:00.000+00:00
22395909102,78255649936472,2001-10-19T00:00:00.000+00:00,,2001-10-19T00:00:00.000+00:00,,CUST ACCT LINK,AT,2001-10-19T00:00:00.000+00:00
70690927864,78287818813914,1991-07-14T00:00:00.000+00:00,,1991-07-14T00:00:00.000+00:00,,CUST ACCT LINK,AU,1991-07-14T00:00:00.000+00:00
56542568983,78291248388981,1997-07-27T00:00:00.000+00:00,2001-07-02T00:00:00.000+00:00,1997-07-27T00:00:00.000+00:00,2001-07-02T00:00:00.000+00:00,CUST ACCT LINK,IT,1997-07-27T00:00:00.000+00:00
12571901632,78305604521901,1999-04-11T00:00:00.000+00:00,2003-04-05T00:00:00.000+00:00,1999-04-11T00:00:00.000+00:00,2003-04-05T00:00:00.000+00:00,CUST ACCT LINK,AU,1999-04-11T00:00:00.000+00:00
81995635362,78381334734608,2000-09-20T00:00:00.000+00:00,,2000-09-20T00:00:00.000+00:00,,CUST ACCT LINK,AU,2000-09-20T00:00:00.000+00:00
35799827821,78414906891467,2004-11-01T00:00:00.000+00:00,,2004-11-01T00:00:00.000+00:00,,CUST ACCT LINK,ZA,2004-11-01T00:00:00.000+00:00
88440684537,78416893450620,1991-11-26T00:00:00.000+00:00,1993-10-04T00:00:00.000+00:00,1991-11-26T00:00:00.000+00:00,1993-10-04T00:00:00.000+00:00,CUST ACCT LINK,AU,1991-11-26T00:00:00.000+00:00
39937039619,78446370498716,1993-06-19T00:00:00.000+00:00,,1993-06-19T00:00:00.000+00:00,,CUST ACCT LINK,US,1993-06-19T00:00:00.000+00:00
37352854603,78449775357019,2008-05-17T00:00:00.000+00:00,,2008-05-17T00:00:00.000+00:00,,CUST ACCT LINK,AU,2008-05-17T00:00:00.000+00:00
36039008924,78459719616564,2003-01-24T00:00:00.000+00:00,,2003-01-24T00:00:00.000+00:00,,CUST ACCT LINK,NO,2003-01-24T00:00:00.000+00:00
32727131226,78487751427110,1996-08-21T00:00:00.000+00:00,,1996-08-21T00:00:00.000+00:00,,CUST ACCT LINK,US,1996-08-21T00:00:00.000+00:00
47373121906,78532688469208,1999-08-20T00:00:00.000+00:00,,1999-08-20T00:00:00.000+00:00,,CUST ACCT LINK,BE,1999-08-20T00:00:00.000+00:00
18478740606,78578133582038,2000-10-25T00:00:00.000+00:00,,2000-10-25T00:00:00.000+00:00,,CUST ACCT LINK,US,2000-10-25T00:00:00.000+00:00
35619270737,78582300236246,1995-01-04T00:00:00.000+00:00,2000-08-22T00:00:00.000+00:00,1995-01-04T00:00:00.000+00:00,2000-08-22T00:00:00.000+00:00,CUST ACCT LINK,US,1995-01-04T00:00:00.000+00:00
42107661098,78600289133666,2007-02-09T00:00:00.000+00:00,,2007-02-09T00:00:00.000+00:00,,CUST ACCT LINK,AU,2007-02-09T00:00:00.000+00:00
95047906817,78649755151342,2000-08-02T00:00:00.000+00:00,,2000-08-02T00:00:00.000+00:00,,CUST ACCT LINK,IT,2000-08-02T00:00:00.000+00:00
62826449378,78675209068204,1991-04-13T00:00:00.000+00:00,,1991-04-13T00:00:00.000+00:00,,CUST ACCT LINK,AU,1991-04-13T00:00:00.000+00:00
66340065260,78689282027923,2000-02-22T00:00:00.000+00:00,,2000-02-22T00:00:00.000+00:00,,CUST ACCT LINK,AU,2000-02-22T00:00:00.000+00:00
79008123346,78708851274380,1998-08-23T00:00:00.000+00:00,2005-07-11T00:00:00.000+00:00,1998-08-23T00:00:00.000+00:00,2005-07-11T00:00:00.000+00:00,CUST ACCT LINK,US,1998-08-23T00:00:00.000+00:00
92880957479,78756437897450,1993-04-14T00:00:00.000+00:00,,1993-04-14T00:00:00.000+00:00,,CUST ACCT LINK,AU,1993-04-14T00:00:00.000+00:00
56413973236,78784914913698,2005-02-14T00:00:00.000+00:00,,2005-02-14T00:00:00.000+00:00,,CUST ACCT LINK,BE,2005-02-14T00:00:00.000+00:00
98082201317,78848650585562,1993-05-01T00:00:00.000+00:00,2003-06-09T00:00:00.000+00:00,1993-05-01T00:00:00.000+00:00,2003-06-09T00:00:00.000+00:00,CUST ACCT LINK,BE,1993-05-01T00:00:00.000+00:00
40912432454,78931798602677,1995-08-01T00:00:00.000+00:00,,1995-08-01T00:00:00.000+00:00,,CUST ACCT LINK,AU,1995-08-01T00:00:00.000+00:00
21166354746,78935967895458,2006-07-12T00:00:00.000+00:00,,2006-07-12T00:00:00.000+00:00,,CUST ACCT LINK,AU,2006-07-12T00:00:00.000+00:00
59620887243,78955927093221,2000-06-04T00:00:00.000+00:00,,2000-06-04T00:00:00.000+00:00,,CUST ACCT LINK,AU,2000-06-04T00:00:00.000+00:00
45796082172,79022388274243,2003-05-15T00:00:00.000+00:00,,2003-05-15T00:00:00.000+00:00,,CUST ACCT LINK,ES,2003-05-15T00:00:00.000+00:00
32801398020,79024056121059,2006-01-18T00:00:00.000+00:00,,2006-01-18T00:00:00.000+00:00,,CUST ACCT LINK,AU,2006-01-18T00:00:00.000+00:00
17029534939,79031819126685,1990-07-07T00:00:00.000+00:00,1995-07-10T00:00:00.000+00:00,1990-07-07T00:00:00.000+00:00,1995-07-10T00:00:00.000+00:00,CUST ACCT LINK,IT,1990-07-07T00:00:00.000+00:00
