cus_id_no,cus_stat,bus_registered_name,bus_registration_no,bus_ctry_registration,cus_start_dt,cus_end_dt,personal_bus_flg,gender,initials,forename,family_name,maiden_name,full_name,nationality,cus_risk_rtng,employee_flag,residence_ctry,consolidated_cust_address,personal_national_id_no,dt_of_birth
50192529757,A,,.,,2006-03-18T00:00:00.000+00:00,,P,M,L,Leo,Collins,,Leo Collins,US,507,f,US,"1904 Walton Street, Salem, UT, 84653",272275905,1983-10-23
39556068563,C,Coconut's Imports R.L,5405304,AU,1992-01-10T00:00:00.000+00:00,1996-06-22T00:00:00.000+00:00,B,,,,,,,,.,,AU,"21 Brentwood Drive, LAKEFIELD, QLD, 4871",.,
59858257295,A,,.,,2004-08-13T00:00:00.000+00:00,,P,M,G,Gavino,Udinesi,,Gavino Udinesi,IT,1104,f,IT,"Via delle Coste 37, Canetra Di C, RI, 02010",524370275,1977-03-26
60726532379,A,,.,,1997-03-27T00:00:00.000+00:00,,P,M,K,Kristian,Eichmann,,Kristian Eichman,DE,909,f,DE,"Gubener Str. 50, Oberaudorf, BY, 83080",481221461,1977-06-22
68989177585,C,Krauses Sofa Factory S.M.B.A,4537056,DE,1990-10-14T00:00:00.000+00:00,2009-05-21T00:00:00.000+00:00,B,,,,,,,,.,,DE,"Buelowstrasse 71, Hachenburg, RP, 57627",.,
96552508182,C,,.,,1996-07-27T00:00:00.000+00:00,2001-02-04T00:00:00.000+00:00,P,M,K,Koby,Flint,,Koby Flinn,US,370,f,US,"333 Mount Street, Harrison, MI, 48625",945206289,
9437849879,A,,.,,2009-04-08T00:00:00.000+00:00,,P,M,D,David,Ziegler,,David Ziegler,DE,1593,f,DE,"Guentzelstrasse 98, Neuenstein, BW, 74632",589832199,
21918692735,A,,.,,2002-04-20T00:00:00.000+00:00,,P,M,O,Oscar,Worsnop,,Oscar Worsnop,AU,4974,f,AU,"84 Grey Street, MASSEY BAY, WA, 6701",194313255,1985-11-09
53157563618,A,,.,,2006-10-07T00:00:00.000+00:00,,P,F,P,Phoebe,Abercrombie,,Phoebe Abercromb,AU,5811,f,AU,"84 Martens Place, TINGALPA BC, QLD, 4173",851875347,1985-08-26
76853672326,C,,.,,1995-09-15T00:00:00.000+00:00,1999-01-02T00:00:00.000+00:00,P,M,T,Tapani,Karlstad,,Tapani Karlsson,NO,3981,f,NO,"Folkvordveien 55, SANDNES, 4318",935460532,1975-02-18
17612100512,C,Good Guys Limited,5077850,AU,1991-09-17T00:00:00.000+00:00,2004-12-02T00:00:00.000+00:00,B,,,,,,,,.,,AU,"22 Blairgowrie Avenue, ROSE VALLEY, NSW, 2630",.,
3588609323,A,Mages Imports Ltd,849733431,AU,2007-06-11T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"26 Springhill Bottom Road, EXTON, TAS, 7303",.,
58209713949,A,,.,,2008-03-25T00:00:00.000+00:00,,P,M,B,Byron,Deschamps,,Byron Deschamps,BE,7872,f,BE,"Orchideeenlaan 441, Merksem, VAN, 2170",957041785,1987-10-27
12394358435,A,Stratapro Imports PLC,313877,US,1993-01-19T00:00:00.000+00:00,,B,,,,,,,,.,,US,"2399 Mulberry Lane, West Palm Be, FL, 33401",.,
94822106312,A,,.,,1994-12-24T00:00:00.000+00:00,,P,M,D,Deodato,Sagese,ZORN,Deodato Sagese,IT,8710,f,IT,"Piazza Garibaldi 38, Borgo Hermad, LT, 04010",520211065,
77793129840,A,,.,,2004-12-27T00:00:00.000+00:00,,P,M,L,Lucas,Hankinson,,Lucas Hankinson,AU,3634,f,AU,"17 Auricht Road, MARCOLLAT, SA, 5271",217252829,1985-09-25
34133859507,A,,.,,2005-08-16T00:00:00.000+00:00,,P,M,H,Harrison,Leahy,SIKAT,Harrison Leahy,AU,1297,f,AU,"79 Beach Street, STONY HEAD, TAS, 7252",221024351,1983-12-13
72510908177,C,Gold Medal Imports gomei-kaisha,8684251,US,1997-02-20T00:00:00.000+00:00,2006-09-02T00:00:00.000+00:00,B,,,,,,,,.,,US,"4981 Hazelwood Avenue, West Des Moi, IA, 50266",.,
76737466073,A,Sanitary Grocery Stores e.G,1186720,TZ,2007-06-07T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"7 Lowe Street, WANDOAN, QLD, 4419",.,
99547417244,C,Helios Air Imports LTD,541407,US,1992-01-02T00:00:00.000+00:00,2006-01-24T00:00:00.000+00:00,B,,,,,,,,.,,US,"2290 Colonial Drive, Bryan, TX, 77803",.,
87727507684,A,,.,,2006-07-19T00:00:00.000+00:00,,P,F,E,Edith,Brown,,Edith Brown,US,8626,f,US,"3980 Giraffe Hill Drive, Richardson, TX, 75081",774905198,1980-10-19
47264378740,A,,.,,2001-08-20T00:00:00.000+00:00,,P,M,G,George,Gerling,,George Gerken,US,3961,f,US,"577 Cherry Tree Drive, Jacksonville, FL, 32204",28495857,
67580305202,A,Profitpros Imports Distribution,404332716,US,2007-12-14T00:00:00.000+00:00,,B,,,,,,,,.,,US,"4484 Formula Lane, Dallas, TX, 75244",.,
28838323604,C,,.,,1993-12-20T00:00:00.000+00:00,2005-10-13T00:00:00.000+00:00,P,M,D,Daniel,Mehler,,Daniel Mehler,AT,653,f,AT,"Staudgasse 53, WAIDEGG, Carinthia, 9631",540904275,1988-08-07
64065974208,A,,.,,2006-08-24T00:00:00.000+00:00,,P,M,A,Aymon,Beauchamp,,Aymon Beauchamp,AU,7481,f,AU,"57 Campbells River Road, TINDAREY, NSW, 2835",221804629,1988-10-27
85327211937,A,,.,,1997-01-24T00:00:00.000+00:00,,P,M,H,Henry,Ogle,,Henry Ogilvy,US,948,f,US,"2725 Tree Frog Lane, Kansas City, MO, 64127",744075915,
40038815113,A,Paul's Record Hut Imports Ltd,9372863,US,2003-01-15T00:00:00.000+00:00,,B,,,,,,,,.,,US,"2988 Pleasant Hill Road, Boca Raton, FL, 33487",.,
82822092554,A,Enrich Garden Services Imports R.L,160757,ZA,2009-05-27T00:00:00.000+00:00,,B,,,,,,,,.,,ZA,"1912 Voortrekker St, Isipingo, KwaZulu-Natal, 4133",.,
62718465410,A,Golden Dawn Empresa,631410,AU,2004-04-14T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"5 Hart Street, ARDGLEN, NSW, 2338",.,
8650304241,C,,.,,1992-12-09T00:00:00.000+00:00,1995-11-05T00:00:00.000+00:00,P,M,J,James,Pumpkin,,James Pulver,AU,2549,f,AU,"89 Chapel Close, WESTCOURT, QLD, 4870",280278932,1983-09-06
90733883555,A,Newhair AK,679046482,PT,2000-08-19T00:00:00.000+00:00,,B,,,,,,,,.,,PT,"Largo Prazeres 91, Porto, Castelo Branco, 6100-830",.,
51684352214,A,,.,,2005-01-24T00:00:00.000+00:00,,P,M,E,E,Kaiser,,Ernest Kaiser,CH,51,f,CH,"Via dalla Staziun 119, Dulliken, 4657",166308207,1984-08-13
15285869836,C,Dun Rite Lawn Maintenance Imports Ltda.,215978321,AU,1992-01-19T00:00:00.000+00:00,2007-02-20T00:00:00.000+00:00,B,,,,,,,,.,,AU,"64 Norton Street, KILLARNEY HE, NSW, 2087",.,
27796037893,C,,.,,1996-02-16T00:00:00.000+00:00,2006-07-16T00:00:00.000+00:00,P,M,V,Virgilio,Trenwith,,Virgilio Trentin,AU,7746,f,AU,"19 Roseda-Tinamba Road, TOORA, VIC, 3962",263198819,1986-02-08
17817313211,C,Matrix Design Imports Entertainment,8262264,AU,1994-11-25T00:00:00.000+00:00,2002-08-15T00:00:00.000+00:00,B,,,,,,,,.,,AU,"99 Sullivan Court, SWANWATER WE, VIC, 3480",.,
48999480081,C,Coconut's Imports Co,829799,AU,1992-03-16T00:00:00.000+00:00,2003-11-19T00:00:00.000+00:00,B,,,,,,,,.,,AU,"76 Garden Place, CHARLTON, VIC, 3525",.,
70985351280,A,Karl's Shoes Imports AKF,35630490,ZA,2005-11-09T00:00:00.000+00:00,,B,,,,,,,,.,,ZA,"1681 Wattle St, Middledrift, Eastern Cape, 5686",.,
84345728507,C,,.,,1990-03-09T00:00:00.000+00:00,2003-03-07T00:00:00.000+00:00,P,F,M,Margaret,Link,,Margaret Link,US,5330,f,US,"3259 Mulberry Avenue, Hot Springs, AR, 71901",918284965,1978-12-29
55904666506,A,,.,,2005-11-25T00:00:00.000+00:00,,P,M,T,Tobias,Brauer,,Tobias Brauer,CH,5165,f,CH,"Loorenstrasse 86, Cimo, 6992",363823963,1978-05-19
46025839129,A,,.,,2002-10-04T00:00:00.000+00:00,,P,M,B,Bent,Schultz,LARRIBEAU,Bent Schultz,US,4652,t,US,"2298 Devils Hill Road, Jackson, MS, 39211",90740360,
52993157746,A,Cherry & Webb Agricultural,5638597,CV,2006-04-13T00:00:00.000+00:00,,B,,,,,,,,.,,IT,"Via Volto San Luca 112, Muriaglio, TO, 10080",.,
94474677601,A,,.,,1994-03-11T00:00:00.000+00:00,,P,M,G,George,Reed,,George Reed,AU,802,f,AU,"84 Amiens Road, CUMBO, NSW, 2850",92545911,1986-03-19
11114194674,A,,.,,2006-12-16T00:00:00.000+00:00,,P,M,J,Justin,Fletcher,,Justin Fletcher,ZA,9253,f,ZA,"17 Stanza Bopape St, Giyani, Limpopo, 0931",319350163,1981-01-18
96989515699,A,,.,,2008-04-07T00:00:00.000+00:00,,P,M,S,Sam,Foxton,EGERTSON,Sam Foxton,AU,1673,f,AU,"81 Garden Place, RICHMOND PLA, VIC, 3518",632362412,
28764463934,A,Eli Moore Inc SpA,4038845,IT,2000-11-19T00:00:00.000+00:00,,B,,,,,,,,.,,IT,"Corso Novara 24, Macomer, NU, 08015",.,
21166354746,A,,.,,2006-07-12T00:00:00.000+00:00,,P,M,J,Jake,Hagenauer,SACHES,Jake Hagenauer,AU,3274,f,AU,"23 Hebbard Street, ELWOOD, VIC, 3184",296814355,1983-12-07
4704881837,A,Clemens Markets FI,80933632,IT,2005-04-25T00:00:00.000+00:00,,B,,,,,,,,.,,IT,"Via Nizza 8, Orsago, TV, 31010",.,
7115098764,A,,.,,2009-07-23T00:00:00.000+00:00,,P,M,Z,Z,Miron,,Zdenek Miron,BE,6621,f,BE,"Rue Grande 322, Baillonville, WNA, 5377",617727211,1985-09-11
51807547934,A,Alladin's Lamp ehf.,72983190,ES,1994-02-16T00:00:00.000+00:00,,B,,,,,,,,.,,ES,"Extramuros 35, Guadarrama, Madrid, 28440",.,
55081999826,C,Monmax SpA,42793329,AU,1994-06-26T00:00:00.000+00:00,2003-10-13T00:00:00.000+00:00,B,,,,,,,,.,,AU,"44 Eungella Road, MOUNT WYATT, QLD, 4804",.,
17793361171,A,L' Fish Entertainment,715026,NL,2004-02-14T00:00:00.000+00:00,,B,,,,,,,,.,,NL,"Jan Willem Frisostraat 145, Rotterdam, ZH, 3051 EJ",.,
53705466655,C,Penn Fruit Imports EEI,56590,AU,1999-09-27T00:00:00.000+00:00,2009-02-15T00:00:00.000+00:00,B,,,,,,,,.,,AU,"25 Tapleys Hill Road, HILLBANK, SA, 5112",.,
85553566946,C,,.,,1995-12-05T00:00:00.000+00:00,2000-08-10T00:00:00.000+00:00,P,M,S,Sergio,Warelius,,Sergio Ware,MU,6594,f,FI,"Puruntie 18, LAPPEENRANTA, South Karelia, 53200",163257591,1975-08-10
69724278558,C,,.,,1993-05-22T00:00:00.000+00:00,2000-11-13T00:00:00.000+00:00,P,F,I,Irma,Boone,,Irma Boone,US,9708,f,US,"811 Clair Street, Bynum, TX, 76631",406105089,
32721728715,A,,.,,1994-10-06T00:00:00.000+00:00,,P,M,B,B,Almonte,,Bacchus Almonte,ES,675,f,ES,"Pl. Virgen Blanca 78, Santa Maria, Barcelona, 08460",505338238,1980-12-02
59751851677,A,Murray's Discount Auto Stores Distribution,296588,ZA,2006-07-18T00:00:00.000+00:00,,B,,,,,,,,.,,ZA,"425 Robertson Ave, Temba, North West, 0499",.,
8857042375,C,,.,,1991-10-13T00:00:00.000+00:00,2003-12-13T00:00:00.000+00:00,P,F,C,Chloe,Wilshire,,Chloe Wilmot,AU,8149,f,AU,"37 Cherry Grove, RENISON BELL, TAS, 7469",509514389,1983-11-21
58799659754,A,,.,,2001-01-16T00:00:00.000+00:00,,P,M,C,Cody,Scollen,,Cody Scollen,AU,4738,f,AU,"44 Hart Street, SCOTTS CREEK, NSW, 2338",848169649,1988-10-26
87587731474,A,David Weis Imports S.A,507948673,US,2009-07-26T00:00:00.000+00:00,,B,,,,,,,,.,,US,"2286 Stonepot Road, Oxford, NJ, 07863",.,
66133992862,C,,.,,1999-11-21T00:00:00.000+00:00,2000-03-17T00:00:00.000+00:00,P,M,A,Austin,Thorkildsen,,Austin Thorby,NO,8107,f,NO,"Vilhelm Krags veg 141, TRONDHEIM, 7023",599367680,
7959494385,A,,.,,1997-05-04T00:00:00.000+00:00,,P,M,I,Iivari,Liikanen,,Iivari Liikanen,FI,3373,f,FI,"Rauhankatu 10, HELSINKI, Uusimaa, 00870",307775545,1972-12-07
32381856601,C,,.,,1996-05-10T00:00:00.000+00:00,2005-07-05T00:00:00.000+00:00,P,M,E,Eino,Monto,,Eino Monto,FI,4642,f,FI,"Kerkkolankatu 40, NOUSIAINEN, Varsinais-Suomi, 21270",378291429,
11974397775,C,,.,,1991-12-19T00:00:00.000+00:00,1994-09-02T00:00:00.000+00:00,P,M,J,Jonathan,Rosanove,,Jonathan Rosanov,AU,3211,f,AU,"12 Gadd Avenue, BEAUFORT, SA, 5550",7952039,1979-08-28
49840687348,A,,.,,2009-09-21T00:00:00.000+00:00,,P,M,F,Fulxenci,Esquivel,,Fulxenci Esquibe,PT,3644,f,PT,"R Doutor Alberto Sampaio 80, Fafe, Braga, 4820-395",640496988,1989-08-28
65965613879,A,CSK Auto Imports Entertainment,28559,ZA,1997-04-04T00:00:00.000+00:00,,B,,,,,,,,.,,ZA,"217 Telford Ave, Taung Statio, North West, 8605",.,
1810812972,A,Service Merchandise de,372734,BE,2008-12-01T00:00:00.000+00:00,,B,,,,,,,,.,,BE,"Berkendreef 62, Elsegem, VOV, 9790",.,
6283544768,C,,.,,1996-09-04T00:00:00.000+00:00,1998-02-12T00:00:00.000+00:00,P,F,R,Ruby,Embry,,Ruby Embry,AU,7303,f,AU,"81 Savages Road, ARCHERFIELD, QLD, 4108",581226256,1984-09-11
90616361648,C,,.,,1991-10-15T00:00:00.000+00:00,1998-06-19T00:00:00.000+00:00,P,M,M,Moore,Desilets,,Moore Desilets,BE,9511,f,BE,"Rue de Genville 228, Pecq, WHT, 7740",269856321,1980-02-14
13375742579,A,Red Food Imports SICAV,820336,US,2009-12-26T00:00:00.000+00:00,,B,,,,,,,,.,,US,"1438 Edington Drive, Atlanta, GA, 30318",.,
35189973815,A,,.,,2009-07-17T00:00:00.000+00:00,,P,M,E,Ethan,Wand,,Ethan Wand,AU,7087,f,AU,"77 Boland Drive, KEITH HALL, NSW, 2478",848721757,
92344752653,C,Herman's World of Sporting Goods LLP,895273115,US,1993-01-02T00:00:00.000+00:00,1997-06-25T00:00:00.000+00:00,B,,,,,,,,.,,US,"4048 Williams Mine Road, Lyndhurst, NJ, 07071",.,
63547021409,A,,.,,2009-09-05T00:00:00.000+00:00,,P,F,M,Marianne,Burton,,Marianne Burton,GB,7141,f,GB,"5 Cloch Rd, ST HELENS, PO33 0SY",416600278,1985-10-25
71535309568,A,Team Electronics Imports VOF,452908,NO,2001-09-17T00:00:00.000+00:00,,B,,,,,,,,.,,NO,"Ekelundvegen 241, PORSGRUNN, 3919",.,
71286521956,A,,.,,2002-10-25T00:00:00.000+00:00,,P,M,J,Juan,Emmons,,Juan Emmons,US,7896,f,US,"1966 Colonial Drive, College Stat, TX, 77840",459342079,1977-03-09
20609686775,C,Jacob Reed and Sons gomei-kaisha,367548,US,1992-05-16T00:00:00.000+00:00,2008-10-12T00:00:00.000+00:00,B,,,,,,,,.,,US,"659 Wilmar Farm Road, Pikesville, MD, 21208",.,
50660912260,A,,.,,2008-01-14T00:00:00.000+00:00,,P,F,M,M,Freytag,,Monika Freytag,DE,1800,f,DE,"Flughafenstrasse 44, Amberg, BY, 92210",95417901,
65725875459,A,,.,,1992-02-15T00:00:00.000+00:00,,P,M,B,Brayden,Barrenger,,Brayden Barrenge,AU,1668,f,AU,"95 Webb Road, WARATAH WEST, NSW, 2298",962871919,1979-02-23
21814774821,A,Solution Realty Imports Limited,457855501,AU,1999-12-17T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"30 Roseda-Tinamba Road, BENNISON, VIC, 3960",.,
74519309180,A,Muscle Factory Entertainment,89131,BE,2001-07-27T00:00:00.000+00:00,,B,,,,,,,,.,,BE,"Westdorp 166, Tisselt, VAN, 2830",.,
50759591023,A,Multicerv Imports Firma,3065234,AU,2000-02-15T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"73 Dora Creek, MOUNTAIN TOP, NSW, 2480",.,
14174766795,C,National Shirt Shop Imports AKF,80902,AU,1993-12-09T00:00:00.000+00:00,2004-05-19T00:00:00.000+00:00,B,,,,,,,,.,,AU,"10 Gloucester Avenue, ROSEWATER, SA, 5013",.,
43922280831,A,,.,,2005-06-17T00:00:00.000+00:00,,P,M,A,Aksel,Paulsen,,Aksel Paulsen,US,9226,f,US,"3132 Grey Fox Farm Road, Houston, TX, 77060",607101213,
95795545967,C,Matrix Architectural Service AKF,544375285,US,1990-03-03T00:00:00.000+00:00,2003-01-12T00:00:00.000+00:00,B,,,,,,,,.,,US,"98 Timberbrook Lane, Durango, CO, 81301",.,
52028319027,C,,.,,1997-12-22T00:00:00.000+00:00,2005-11-18T00:00:00.000+00:00,P,M,B,Blake,Marois,,Blake Marmion,BE,8475,f,BE,"Rue de Virton 331, Evregnies, WHT, 7730",689983003,1988-10-21
38549379143,A,,.,,2006-03-25T00:00:00.000+00:00,,P,M,N,Noralv,Ribush,AVERBACH,Noralv Ribe,AU,2862,f,AU,"38 Daly Terrace, LANCELIN, WA, 6044",871841920,1978-06-14
80752377024,A,,.,,1995-05-08T00:00:00.000+00:00,,P,M,E,Edward,Brinks,,Edward Brinkley,NL,7784,f,NL,"Langestraat 20, Marum, GR, 9363 BV",592223512,1980-04-13
95480079455,C,,.,,1990-05-12T00:00:00.000+00:00,2004-05-01T00:00:00.000+00:00,P,M,H,Henry,Delany,,Henry Delany,AU,8499,f,AU,"79 Webb Road, BAR BEACH, NSW, 2300",200703475,1971-06-15
22279950682,C,Big A Auto Parts Imports Ltda.,1664900,DE,1993-01-27T00:00:00.000+00:00,2002-09-22T00:00:00.000+00:00,B,,,,,,,,.,,DE,"Genterstrasse 72, Kiel, SH, 24035",.,
2734526752,A,Naugles Imports AB,5776627,AU,1997-08-03T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"30 McPherson Road, RED BLUFF, VIC, 3695",.,
59620887243,A,,.,,2000-06-04T00:00:00.000+00:00,,P,F,A,Amber,Bowhay,,Amber Bowhay,AU,5635,f,AU,"54 Hillsdale Road, ARAMARA, QLD, 4620",374375079,
49180947314,A,Gamma Grays Ltd,6925044,SA,2008-05-17T00:00:00.000+00:00,,B,,,,,,,,.,,US,"4490 Margaret Street, Houston, TX, 77587",.,
25848144181,A,Matrix Architectural Service Imports Sahis,2246673,NL,2000-04-17T00:00:00.000+00:00,,B,,,,,,,,.,,NL,"Bantamstraat 167, Haarlem, NH, 2022 TT",.,
81995635362,A,Hastings Imports R.L,341389,AU,2000-09-20T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"62 Rimbanda Road, MOOGEM, NSW, 2370",.,
7833292931,A,,.,,2001-11-03T00:00:00.000+00:00,,P,F,P,Poppy,Strange,,Poppy Strange,AU,7834,f,AU,"83 Hunter Street, REDWOOD, QLD, 4350",149192569,1983-04-19
81642890005,A,Kragen Auto Parts AB,6702691,PE,2008-08-21T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"53 Pelican Road, LINDISFARNE, TAS, 7015",.,
45234685793,C,,.,,1992-06-21T00:00:00.000+00:00,1995-02-24T00:00:00.000+00:00,P,M,J,James,Triplett,,James Trim,US,5999,f,US,"1963 Scott Street, Poughkeepsie, NY, 12601",861529603,
82317232664,C,Britches of Georgetown SpA,52727929,US,1995-06-18T00:00:00.000+00:00,2002-08-27T00:00:00.000+00:00,B,,,,,,,,.,,US,"77 Beechwood Avenue, Cedar Knolls, NJ, 07927",.,
78245862330,A,Soul Sounds Unlimited Imports gomei-kaisha,62417489,IN,1997-07-23T00:00:00.000+00:00,,B,,,,,,,,.,,US,"4669 Pine Tree Lane, Washington, MD, 20005",.,
26828974803,A,FlowerTime VOF,35644697,TG,2006-03-23T00:00:00.000+00:00,,B,,,,,,,,.,,US,"2800 Coventry Court, Pass Christi, MS, 39571",.,
42350624996,A,Lechters Housewares Imports KGaA,2456799,US,2000-06-03T00:00:00.000+00:00,,B,,,,,,,,.,,US,"1108 Dennison Street, Stockton, CA, 95204",.,
49835891307,C,,.,,1999-07-06T00:00:00.000+00:00,2007-05-26T00:00:00.000+00:00,P,F,G,Gisela,Sebring,,Gisela Sebring,US,7643,f,US,"4237 Terra Cotta Street, Federal Dam, MN, 56641",654249397,1981-11-13
47936356901,A,,.,,2002-08-19T00:00:00.000+00:00,,P,M,A,Anthony,Cramer,,Anthony Cramer,US,8815,f,US,"160 Traders Alley, Trimble, MO, 64492",972214105,1985-08-10
24096501915,A,,.,,2006-08-10T00:00:00.000+00:00,,P,M,C,Christia,Eichel,,Christia Eichel,AT,7514,f,AT,"Grazer Strasse 70, HARMERSDORF, Lower Austria, 3383",891167082,1976-06-17
37376535084,A,HouseWorks! NV,9543428,CA,2001-01-16T00:00:00.000+00:00,,B,,,,,,,,.,,CA,"3610 St. John Street, Bruno, SK, S4P 3Y2",.,
82617078853,A,Rack N Sack R.L,83009670,US,2000-01-15T00:00:00.000+00:00,,B,,,,,,,,.,,US,"309 Jennifer Lane, Raleigh, NC, 27604",.,
30973816749,C,,.,,1994-11-27T00:00:00.000+00:00,2009-12-23T00:00:00.000+00:00,P,M,D,Declan,Quilty,,Declan Quilty,AU,8044,f,AU,"10 Frouds Road, BINGO, VIC, 3898",288981661,1985-02-25
8359116060,A,Media Play Agricultural,727224,NL,2009-11-16T00:00:00.000+00:00,,B,,,,,,,,.,,NL,"Provincialeweg Noord 156, Almkerk, NB, 4286 EA",.,
45774191630,A,Home Quarters Warehouse S.M.B.A,91371392,US,2002-08-05T00:00:00.000+00:00,,B,,,,,,,,.,,US,"4162 Hickory Ridge Drive, Las Vegas, NV, 89104",.,
46147053382,C,Reliable Guidance Imports Cor,5238768,GI,1991-02-26T00:00:00.000+00:00,2004-03-13T00:00:00.000+00:00,B,,,,,,,,.,,AU,"43 McLachlan Street, BLACKHEATH, VIC, 3401",.,
22923972425,C,,.,,1994-01-23T00:00:00.000+00:00,1994-12-27T00:00:00.000+00:00,P,M,S,Soren,Beaudouin,,Soren Beaudoin,BE,9351,f,BE,"Linieweg 245, Landskouter, VOV, 9860",145264091,
59177739212,A,Lindsley's Lumber Cor,3423849,VG,2003-12-17T00:00:00.000+00:00,,B,,,,,,,,.,,NO,"Odins vei 42, HALDEN, 1781",.,
95203117796,A,,.,,2002-04-24T00:00:00.000+00:00,,P,M,S,Sargent,Paradis,,Sargent Paquin,FR,8962,f,FR,"45 Place du Jeu de Paume, VIERZON, Centre, 18100",808973943,1986-02-11
68540015922,C,De-Jaiz Mens Clothing Imports Cia.,387315290,US,1993-04-11T00:00:00.000+00:00,2001-02-07T00:00:00.000+00:00,B,,,,,,,,.,,US,"1316 Tetrick Road, Avon Park, FL, 33825",.,
21468932111,A,,.,,2006-06-24T00:00:00.000+00:00,,P,M,J,Justin,Eager,,Justin Eager,AU,2920,f,AU,"38 Main Street, RAMCO HEIGHT, SA, 5322",525883119,1979-10-09
54630663545,C,Musicland NV,87868,BE,1996-09-13T00:00:00.000+00:00,2009-06-24T00:00:00.000+00:00,B,,,,,,,,.,,BE,"Rue des Laderies 7, Villers-sur-, WHT, 6740",.,
4369500330,C,,.,,1994-08-21T00:00:00.000+00:00,2004-09-14T00:00:00.000+00:00,P,M,L,Lachlan,Lyle,,Lachlan Lyle,AU,8022,f,AU,"47 Railway Avenue, BENARCH, VIC, 3630",890503814,
49508253809,C,,.,,1990-11-13T00:00:00.000+00:00,2006-08-09T00:00:00.000+00:00,P,M,T,Torsten,Oster,,Torsten Oster,AT,8080,f,AT,"Bremschlstrasse 64, HOLZWIESEN, Upper Austria, 4611",2985679,
59846799891,C,,.,,1993-10-06T00:00:00.000+00:00,1993-11-19T00:00:00.000+00:00,P,M,H,Harry,Schulman,,Harry Schulman,US,6321,f,US,"3499 Clay Street, Indianapolis, IN, 46214",268081336,
99894501425,C,,.,,1992-05-16T00:00:00.000+00:00,1999-03-21T00:00:00.000+00:00,P,M,H,Howard,Winkel,MADERE,Howard Wink,CH,3904,f,CH,"Via Stauffacher 27, Villa Lugane, 6966",576914513,1989-03-18
89090578272,A,,.,,2008-06-24T00:00:00.000+00:00,,P,F,K,Kim,Reid,,Kim Reid,GB,2632,f,GB,"74 Union Terrace, LOCH HEAD, DG8 8XW",407831111,1983-12-13
96294657938,A,,.,,2003-07-19T00:00:00.000+00:00,,P,M,A,Aaron,Barrallier,,Aaron Barrallier,AU,1715,f,AU,"13 Fairview Street, WEERITE, VIC, 3260",899243272,1974-09-24
84147743152,A,Mervyn's Inc,854004252,GH,2005-11-23T00:00:00.000+00:00,,B,,,,,,,,.,,NO,"Siebkes gate 149, OSLO, 0562",.,
24981914617,C,,.,,1996-02-21T00:00:00.000+00:00,2005-10-25T00:00:00.000+00:00,P,M,S,Steffen,Strauss,,Steffen Strauss,AT,834,f,AT,"Linzer Strasse 91, BACHLEITEN, Upper Austria, 4680",672435321,1985-11-19
15532547202,A,,.,,2000-07-04T00:00:00.000+00:00,,P,F,M,May,Taylor,,May Taylor,US,7577,f,US,"2147 Wiseman Street, Dandridge, TN, 37725",80472501,
78280443776,C,Indiewealth Agricultural,78224703,AU,1990-02-05T00:00:00.000+00:00,2001-06-23T00:00:00.000+00:00,B,,,,,,,,.,,AU,"65 Nerrigundah Drive, BLIND BIGHT, VIC, 3980",.,
35549185040,C,,.,,1997-10-17T00:00:00.000+00:00,2007-08-12T00:00:00.000+00:00,P,M,P,Protasio,Padovesi,,Protasio Padoves,IT,4508,f,IT,"Strada Statale 11, Mosso Santa, BI, 13822",569225753,1971-10-09
47060071661,C,,.,,1992-03-05T00:00:00.000+00:00,1997-04-16T00:00:00.000+00:00,P,F,A,Audrey,Stretton,,Audrey Stretton,AU,4486,f,AU,"48 Stanley Drive, CONWAY, QLD, 4800",154368330,1980-03-29
97616837153,C,,.,,1991-07-22T00:00:00.000+00:00,1998-02-21T00:00:00.000+00:00,P,M,A,Alex,Tenison-Woo,,Alex Tenison-Woo,AU,9239,f,AU,"50 Argyle Street, TITAATEE CRE, NSW, 2422",92785709,
30493072700,A,Magna Wealth Imports Ltda.,2079022,CA,1996-02-22T00:00:00.000+00:00,,B,,,,,,,,.,,CA,"4776 Rue King, Sherbrooke, QC, J1H 1R4",.,
38378529840,C,,.,,1996-04-24T00:00:00.000+00:00,2007-09-21T00:00:00.000+00:00,P,M,M,Maik,Fuchs,GOVE,Maik Fuchs,CH,9336,f,CH,"Casa Gielgia 131, Naz, 1041",293667196,1981-03-06
73051862549,A,,.,,2005-10-14T00:00:00.000+00:00,,P,M,H,Harley,Wilkins,,Harley Wilkins,GB,9631,f,GB,"51 Uxbridge Road, SLIEMORE, PH25 9QD",562058314,1979-04-30
17383042968,C,,.,,1999-11-01T00:00:00.000+00:00,2008-08-22T00:00:00.000+00:00,P,M,S,Samy,Ramey,,Samy Ramaker,US,3940,f,US,"4175 Stadium Drive, Marlboro, MA, 01752",813993475,1977-08-20
